Time in milliSecond	x	y	z
9504438	-0.612916	8.839605	1.934089
9504448	-0.967045	8.853226	2.056673
9504458	-1.307553	8.934948	1.988571
9504468	-1.511859	9.01667	1.96133
9504479	-1.607201	8.975809	1.934089
9504489	-1.56634	8.921328	1.770645
9504499	-1.498238	8.676162	1.702543
9504509	-1.307553	8.485476	1.55272
9504522	-0.994285	8.22669	1.18497
9504531	-0.844462	8.049625	1.15773
9504543	-0.612916	7.872561	1.007906
9504553	-0.503953	7.763598	0.735499
9504563	-0.313268	7.695497	0.599295
9504576	-0.190685	7.763598	0.531194
9504586	-0.163444	7.8317	0.572055
9504597	-0.136203	7.981524	0.572055
9504607	-0.163444	8.131348	0.612916
9504620	-0.081722	8.294792	0.572055
9504630	-0.149824	8.444615	0.640156
9504643	-0.272407	8.689782	0.721878
9504652	-0.40861	8.880466	0.885323
9504663	-0.435851	9.057531	0.994285
9504674	-0.435851	9.152874	1.18497
9504684	-0.39499	9.275456	1.280313
9504694	-0.286027	9.316318	1.511859
9504705	-0.177065	9.316318	2.002191
9504716	-0.136203	9.275456	2.233737
9504726	-0.095342	9.289077	2.247357
9504737	-0.040861	9.302697	2.3427
9504747	-0.040861	9.289077	2.220117
9504756	-0.122583	9.316318	1.906849
9504766	-0.122583	9.302697	1.593581
9504778	0.054481	9.220976	1.212211
9504788	0.136203	9.329938	0.898943
9504798	0.217926	9.438901	0.762739
9504809	0.286027	9.643207	1.062387
9504819	0.190685	9.901993	1.266692
9504829	0.190685	10.269742	1.607201
9504839	-0.122583	10.705593	1.852367
9504850	-0.258787	10.96438	1.811506
9504860	-0.490333	11.34575	1.702543
9504871	-0.585675	11.604536	1.702543
9504881	-0.544814	11.836082	1.988571
9504891	-0.476712	12.026767	2.192876
9504902	-0.313268	11.945045	2.35632
9504912	-0.313268	11.74074	2.3427
9504923	0.572055	11.441092	2.587866
9504933	1.076007	11.127824	2.941995
9504943	1.402896	10.882658	3.282504
9504954	1.375655	10.59663	3.650253
9504964	1.17135	10.446807	3.827318
9504975	0.967045	10.256122	3.541291
9504985	0.762739	10.051817	2.982856
9504995	0.708258	9.861132	2.138395
9505005	0.749119	9.588725	1.511859
9505015	1.076007	9.438901	0.994285
9505026	1.348414	9.248216	1.007906
9505036	1.607201	9.166494	1.18497
9505046	1.770645	9.098392	1.743405
9505056	1.757025	9.193735	2.179256
9505066	1.56634	9.384419	2.451663
9505079	1.116868	9.629586	2.383561
9505090	0.8036	9.833891	2.315459
9505099	0.599295	10.010956	2.3427
9505112	0.354129	10.051817	2.369941
9505122	0.217926	10.065437	2.315459
9505132	0.340509	9.956474	2.683208
9505142	0.558434	9.874752	3.173541
9505153	0.898943	9.575105	3.391467
9505163	1.18497	9.289077	3.745596
9505173	1.334794	9.01667	3.745596
9505184	1.402896	8.717023	3.731975
9505196	1.389275	8.499097	3.445948
9505205	1.321174	8.308413	2.833032
9505216	1.280313	8.185829	2.192876
9505226	1.076007	8.19945	1.593581
9505236	1.021526	8.240311	1.062387
9505247	0.967045	8.253931	0.830841
9505257	0.967045	8.322033	0.858082
9505267	1.130489	8.349273	1.007906
9505277	1.18497	8.430995	1.225831
9505289	1.116868	8.676162	1.57996
9505298	0.994285	8.825985	1.57996
9505309	0.858082	9.030291	1.729784
9505318	0.653777	9.220976	1.511859
9505329	0.476712	9.438901	1.362035
9505338	0.367749	9.547864	1.416516
9505349	0.38137	9.656827	1.375655
9505360	0.40861	9.684067	1.511859
9505370	0.39499	9.711308	1.498238
9505380	0.367749	9.738548	1.675303
9505390	0.476712	9.711308	1.838747
9505402	0.667397	9.656827	1.838747
9505411	0.858082	9.697687	2.165635
9505421	0.926184	9.779409	2.274598
9505431	0.926184	9.915613	2.465283
9505442	0.681017	10.092678	2.397181
9505452	0.490333	10.324224	1.988571
9505462	0.286027	10.433187	1.634442
9505472	0.245166	10.623871	0.926184
9505482	0.245166	10.732834	0.681017
9505492	0.231546	10.800936	0.40861
9505502	0.149824	10.96438	0.40861
9505512	-0.081722	11.34575	1.18497
9505524	-0.572055	11.686258	2.683208
9505537	-1.253072	11.686258	4.29041
9505548	-1.702543	11.604536	4.957807
9505557	-1.934089	11.182305	5.175732
9505569	-1.57996	10.215261	4.440233
9505579	-0.885323	9.479762	3.377846
9505590	-0.286027	8.962189	2.206496
9505600	0.095342	8.253931	1.321174
9505610	0.599295	7.84532	0.667397
9505620	1.021526	7.777218	0.39499
9505632	1.212211	8.022385	0.708258
9505642	0.858082	8.512717	1.253072
9505652	0.040861	9.180115	1.988571
9505663	-0.994285	9.874752	2.75131
9505673	-1.470998	10.092678	2.696829
9505683	-1.811506	10.446807	2.574246
9505693	-2.056673	10.664732	2.3427
9505704	-2.152015	10.61025	1.825127
9505715	-2.015811	10.419566	1.498238
9505724	-1.661682	10.160779	1.334794
9505736	-1.18497	9.874752	1.443757
9505745	-0.735499	9.602345	1.770645
9505755	-0.40861	9.289077	1.94771
9505766	-0.217926	9.030291	2.029432
9505777	-0.095342	8.798744	1.893228
9505786	-0.040861	8.785124	1.675303
9505796	-0.231546	8.744264	1.470998
9505808	-0.490333	8.948568	1.18497
9505819	-0.735499	9.084772	0.967045
9505829	-0.8036	9.166494	0.721878
9505840	-0.830841	9.166494	0.653777
9505849	-0.735499	9.166494	0.694638
9505859	-0.476712	9.057531	0.967045
9505869	-0.258787	8.934948	1.239452
9505879	-0.068102	8.894087	1.607201
9505889	0.054481	8.894087	2.233737
9505899	0.054481	8.948568	2.642348
9505910	0.040861	9.057531	2.887514
9505921	0.01362	9.193735	3.064578
9505930	-0.081722	9.289077	3.228022
9505940	-0.286027	9.507003	3.010097
9505952	-0.435851	9.643207	2.710449
9505962	-0.653777	9.80665	2.451663
9505972	-0.898943	9.956474	2.192876
9505982	-1.076007	10.092678	2.015811
9505994	-1.253072	10.256122	1.770645
9506003	-1.389275	10.405946	1.797886
9506013	-1.648062	10.623871	1.893228
9506024	-1.988571	10.923519	1.94771
9506034	-2.35632	11.032481	1.865988
9506046	-2.601486	11.073342	1.879608
9506056	-2.75131	10.93714	1.729784
9506066	-2.615107	10.664732	1.57996
9506078	-2.220117	10.228881	1.321174
9506088	-1.770645	9.901993	1.130489
9506098	-1.457377	9.643207	1.062387
9506108	-1.212211	9.438901	1.116868
9506120	-1.103248	9.261836	1.375655
9506129	-1.062387	9.193735	1.498238
9506144	-1.035146	9.071152	1.266692
9506154	-0.926184	9.030291	1.076007
9506180	-0.721878	9.01667	0.422231
9506190	-0.640156	9.139254	0.258787
9506200	-0.599295	9.152874	0.149824
9506211	-0.626536	9.39804	0.299648
9506221	-0.735499	9.602345	0.40861
9506230	-0.8036	9.833891	0.667397
9506244	-0.8036	9.942854	0.749119
9506255	-0.78998	10.092678	1.035146
9506265	-0.762739	10.160779	1.266692
9506275	-0.681017	10.20164	1.402896
9506288	-0.558434	10.079058	1.402896
9506298	-0.299648	9.997335	1.307553
9506308	-0.149824	9.820271	1.307553
9506319	-0.040861	9.656827	1.17135
9506329	0.068102	9.615966	1.116868
9506339	0.108963	9.507003	1.253072
9506351	0.163444	9.479762	1.144109
9506361	0.245166	9.479762	1.225831
9506371	0.245166	9.39804	1.15773
9506382	0.286027	9.425281	1.089628
9506392	0.38137	9.384419	1.307553
9506402	0.435851	9.316318	1.321174
9506414	0.449471	9.438901	1.470998
9506427	0.572055	9.520623	1.702543
9506436	0.503953	9.588725	1.797886
9506447	0.449471	9.656827	1.784266
9506457	0.313268	9.833891	1.988571
9506474	0.204305	9.983715	1.811506
9506486	0.054481	10.106298	1.675303
9506496	-0.027241	10.160779	1.743405
9506506	-0.095342	10.160779	1.797886
9506518	-0.149824	10.065437	1.934089
9506529	-0.027241	9.983715	1.838747
9506540	-0.054481	9.861132	1.797886
9506551	0.054481	9.711308	1.648062
9506564	0.190685	9.602345	1.253072
9506573	0.204305	9.534244	1.198591
9506585	0.245166	9.452521	1.144109
9506604	0.258787	9.425281	1.253072
9506614	0.190685	9.452521	1.062387
9506624	0.149824	9.507003	0.8036
9506635	0.122583	9.602345	0.708258
9506646	0.095342	9.697687	0.77636
9506657	0.108963	9.752169	0.926184
9506667	0.136203	9.779409	0.885323
9506680	0.095342	9.861132	1.144109
9506690	0.027241	9.901993	1.348414
9506700	-0.01362	9.915613	1.470998
9506713	-0.027241	9.970095	1.511859
9506722	-0.027241	9.956474	1.634442
9506732	-0.027241	9.915613	1.729784
9506743	0.040861	9.833891	1.797886
9506753	0.040861	9.888372	1.770645
9506763	0.027241	9.833891	1.757025
9506773	0.027241	9.765789	1.57996
9506785	-0.068102	9.765789	1.56634
9506794	-0.149824	9.765789	1.620821
9506804	-0.204305	9.765789	1.362035
9506816	-0.258787	9.684067	1.321174
9506826	-0.163444	9.697687	1.212211
9506836	-0.068102	9.561484	1.17135
9506847	-0.068102	9.479762	1.225831
9506858	-0.068102	9.41166	1.15773
9506871	0.054481	9.329938	1.048767
9506881	0.01362	9.357179	1.116868
9506893	-0.01362	9.438901	0.830841
9506953	-0.01362	9.929234	1.389275
9506966	0.068102	9.833891	1.443757
9506976	0.122583	9.833891	1.430137
9506986	0.177065	9.80665	1.375655
9506996	0.149824	9.833891	1.443757
9507006	0.122583	9.833891	1.443757
9507016	0.108963	9.820271	1.430137
9507027	0.027241	9.970095	1.321174
9507056	0.122583	9.847511	1.18497
9507066	0.149824	9.765789	1.103248
9507077	0.286027	9.697687	1.116868
9507087	0.354129	9.629586	1.225831
9507096	0.463092	9.602345	1.116868
9507107	0.476712	9.602345	1.212211
9507116	0.422231	9.615966	1.293933
9507127	0.367749	9.629586	1.266692
9507137	0.190685	9.738548	1.375655
9507148	0.149824	9.80665	1.416516
9507159	0.217926	9.724928	1.239452
9507170	0.367749	9.670447	1.103248
9507181	0.476712	9.670447	1.048767
9507191	0.572055	9.629586	1.212211
9507201	0.653777	9.643207	1.430137
9507212	0.653777	9.697687	1.811506
9507222	0.503953	9.738548	1.702543
9507232	0.40861	9.697687	1.729784
9507242	0.313268	9.888372	1.470998
9507253	0.204305	9.861132	1.280313
9507263	0.217926	9.888372	1.062387
9507272	0.163444	9.820271	0.994285
9507282	0.313268	9.752169	0.994285
9507292	0.422231	9.629586	1.089628
9507305	0.599295	9.507003	1.225831
9507315	0.721878	9.438901	1.17135
9507326	0.749119	9.41166	1.225831
9507336	0.681017	9.507003	1.293933
9507349	0.640156	9.588725	1.402896
9507358	0.476712	9.670447	1.362035
9507368	0.38137	9.79303	1.334794
9507381	0.367749	9.888372	1.198591
9507390	0.354129	9.901993	1.280313
9507401	0.354129	9.888372	1.253072
9507412	0.38137	9.861132	1.253072
9507422	0.490333	9.765789	1.116868
9507432	0.667397	9.670447	1.253072
9507443	0.626536	9.656827	1.334794
9507453	0.572055	9.629586	1.416516
9507463	0.626536	9.643207	1.389275
9507473	0.531194	9.656827	1.55272
9507483	0.463092	9.697687	1.457377
9507494	0.422231	9.738548	1.321174
9507504	0.40861	9.724928	1.280313
9507515	0.39499	9.656827	1.225831
9507525	0.354129	9.670447	1.280313
9507534	0.340509	9.711308	1.348414
9507544	0.40861	9.684067	1.253072
9507555	0.449471	9.670447	1.389275
9507566	0.490333	9.670447	1.416516
9507576	0.435851	9.697687	1.457377
9507589	0.354129	9.697687	1.593581
9507598	0.190685	9.820271	1.511859
9507608	0.095342	9.80665	1.539099
9507619	0.027241	9.833891	1.348414
9507629	0.054481	9.833891	1.212211
9507638	0.068102	9.765789	1.15773
9507649	0.054481	9.738548	1.15773
9507660	0.149824	9.779409	1.089628
9507670	0.136203	9.738548	1.116868
9507681	0.081722	9.765789	1.15773
9507693	0.01362	9.80665	1.239452
9507703	-0.068102	9.80665	1.389275
9507715	-0.095342	9.901993	1.389275
9507724	-0.054481	9.901993	1.293933
9507734	-0.054481	9.847511	1.15773
9507744	0.027241	9.752169	0.953424
9507755	0.027241	9.724928	0.735499
9507765	0.054481	9.670447	0.858082
9507775	0.095342	9.602345	0.817221
9507785	0.122583	9.561484	0.871702
9507795	0.054481	9.575105	0.994285
9507805	0.054481	9.656827	1.062387
9507816	0.040861	9.615966	1.103248
9507825	0.01362	9.670447	1.116868
9507836	0.01362	9.656827	1.130489
9507850	0.027241	9.602345	0.994285
9507861	0.068102	9.602345	0.912563
9507870	0.163444	9.575105	0.885323
9507882	0.122583	9.520623	1.089628
9507891	0.190685	9.588725	1.021526
9507901	0.190685	9.547864	1.15773
9507914	0.122583	9.575105	1.307553
9507923	0.068102	9.602345	1.253072
9507934	0.054481	9.629586	1.18497
9507945	0.01362	9.697687	1.198591
9507954	-0.054481	9.765789	0.953424
9507965	-0.027241	9.80665	1.062387
9507975	-0.040861	9.888372	1.062387
9507986	-0.068102	9.861132	1.062387
9507995	-0.054481	9.888372	1.089628
9508006	-0.054481	9.833891	1.225831
9508016	-0.108963	9.847511	1.620821
9508026	-0.108963	9.861132	1.443757
9508036	0.027241	9.711308	1.266692
9508048	0.068102	9.684067	0.967045
9508058	0.108963	9.615966	0.735499
9508068	0.122583	9.602345	0.830841
9508078	0.149824	9.602345	0.898943
9508090	0.095342	9.656827	0.994285
9508100	0.027241	9.738548	1.389275
9508109	0.027241	9.79303	1.56634
9508121	0.068102	9.765789	1.457377
9508132	0.217926	9.724928	1.253072
9508141	0.245166	9.643207	1.239452
9508152	0.286027	9.684067	1.116868
9508162	0.272407	9.656827	1.18497
9508171	0.204305	9.643207	1.225831
9508182	0.149824	9.656827	1.198591
9508192	0.122583	9.643207	1.062387
9508202	0.095342	9.684067	1.035146
9508212	0.068102	9.697687	0.953424
9508222	0.095342	9.765789	1.062387
9508233	0.054481	9.752169	1.239452
9508243	0.095342	9.738548	1.212211
9508253	0.095342	9.697687	1.18497
9508263	0.149824	9.670447	1.103248
9508273	0.231546	9.643207	1.035146
9508284	0.217926	9.602345	1.116868
9508294	0.081722	9.697687	1.15773
9508303	0.027241	9.752169	1.280313
9508316	-0.027241	9.80665	1.18497
9508326	-0.027241	9.765789	1.062387
9508337	-0.040861	9.697687	1.007906
9508347	0.081722	9.684067	0.994285
9508357	0.177065	9.588725	1.144109
9508367	0.149824	9.561484	1.225831
9508378	0.054481	9.643207	1.307553
9508387	-0.054481	9.602345	1.430137
9508399	-0.108963	9.643207	1.457377
9508409	-0.01362	9.615966	1.307553
9508419	-0.095342	9.602345	1.116868
9508429	-0.081722	9.575105	1.266692
9508439	-0.122583	9.520623	1.15773
9508450	-0.122583	9.547864	1.116868
9508460	-0.245166	9.575105	1.362035
9508470	-0.313268	9.670447	1.457377
9508480	-0.272407	9.670447	1.55272
9508492	-0.163444	9.643207	1.375655
9508502	-0.122583	9.575105	1.130489
9508512	-0.054481	9.575105	0.994285
9508523	-0.054481	9.629586	1.035146
9508533	-0.054481	9.629586	1.021526
9508547	-0.027241	9.602345	1.130489
9508556	-0.204305	9.656827	1.253072
9508566	-0.313268	9.79303	1.511859
9508583	-0.286027	9.861132	1.375655
9508593	-0.245166	9.888372	1.321174
9508604	-0.177065	9.874752	1.198591
9508614	-0.122583	9.820271	1.007906
9508624	-0.068102	9.765789	0.953424
9508636	-0.081722	9.80665	0.844462
9508646	-0.217926	9.724928	0.967045
9508656	-0.258787	9.861132	1.198591
9508668	-0.435851	9.970095	1.389275
9508678	-0.503953	9.997335	1.293933
9508688	-0.640156	10.024576	1.144109
9508698	-0.503953	9.997335	0.926184
9508708	-0.476712	9.942854	0.817221
9508718	-0.313268	9.861132	0.830841
9508729	-0.027241	9.711308	0.912563
9508739	0.149824	9.602345	1.089628
9508750	0.286027	9.425281	1.18497
9508759	0.286027	9.41166	1.470998
9508772	0.217926	9.493382	1.57996
9508781	0.054481	9.615966	1.661682
9508791	-0.054481	9.711308	1.729784
9508804	-0.095342	9.697687	1.634442
9508813	-0.108963	9.724928	1.511859
9508824	-0.122583	9.79303	1.293933
9508835	-0.190685	9.752169	1.116868
9508845	-0.190685	9.643207	1.15773
9508855	-0.095342	9.602345	1.035146
9508865	-0.068102	9.547864	1.116868
9508875	-0.054481	9.479762	1.348414
9508885	-0.054481	9.452521	1.702543
9508895	-0.027241	9.438901	1.607201
9508907	0.081722	9.507003	1.348414
9508917	0.095342	9.425281	1.225831
9508927	0.245166	9.357179	0.967045
9508939	0.38137	9.302697	1.062387
9508950	0.544814	9.275456	0.762739
9508961	0.667397	9.220976	0.830841
9508970	0.762739	9.220976	0.817221
9508981	0.721878	9.248216	0.885323
9508991	0.749119	9.384419	0.77636
9509000	0.708258	9.534244	0.967045
9509011	0.667397	9.588725	0.994285
9509021	0.544814	9.643207	0.953424
9509035	0.517573	9.861132	1.021526
9509045	0.585675	9.833891	0.980665
9509056	0.721878	9.833891	0.912563
9509067	0.980665	9.79303	0.830841
9509077	1.15773	9.765789	0.762739
9509088	1.266692	9.833891	0.858082
9509097	1.253072	9.901993	0.967045
9509107	1.103248	9.997335	1.280313
9509117	0.953424	10.18802	1.348414
9509128	0.463092	10.351464	1.525479
9509138	0.39499	10.351464	1.57996
9509148	0.326888	10.351464	1.457377
9509160	0.354129	10.174399	1.144109
9509170	0.463092	9.970095	1.021526
9509180	0.708258	9.833891	0.830841
9509191	0.77636	9.643207	0.78998
9509201	0.858082	9.479762	0.898943
9509211	0.858082	9.39804	1.021526
9509221	0.721878	9.193735	1.089628
9509231	0.694638	9.166494	1.116868
9509241	0.667397	9.180115	1.007906
9509252	0.544814	9.180115	1.103248
9509262	0.572055	9.193735	1.007906
9509273	0.449471	9.234595	0.871702
9509287	0.38137	9.384419	0.898943
9509298	0.258787	9.547864	1.048767
9509309	0.108963	9.697687	1.089628
9509319	0.01362	9.779409	1.144109
9509329	-0.190685	9.970095	1.321174
9509339	-0.422231	10.147159	1.416516
9509349	-0.640156	10.378705	1.348414
9509359	-0.721878	10.405946	1.062387
9509369	-0.735499	10.365085	1.035146
9509379	-0.721878	10.433187	1.18497
9509391	-0.653777	10.446807	1.17135
9509400	-0.558434	10.378705	1.225831
9509410	-0.667397	10.351464	0.844462
9509421	-0.708258	10.310603	0.735499
9509431	-0.8036	10.351464	0.585675
9509441	-0.994285	10.446807	0.38137
9509453	-0.898943	10.61025	0.217926
9509463	-0.476712	10.55577	-0.258787
9509472	-0.272407	10.474048	-0.817221
9509482	-0.40861	10.705593	-0.871702
9509494	-0.681017	11.223166	-0.38137
9509504	-0.980665	11.945045	0.599295
9509514	-1.17135	12.571581	1.934089
9509524	-1.375655	13.293459	3.309745
9509534	-1.375655	13.633968	4.481094
9509544	-1.321174	13.579487	5.448139
9509554	-1.18497	13.593107	6.27898
9509564	-1.021526	13.061913	6.959998
9509576	-0.967045	12.217452	6.987238
9509586	-1.021526	11.372991	6.374323
9509596	-0.953424	10.460427	4.971427
9509608	-0.926184	9.588725	3.228022
9509619	-0.994285	9.139254	2.029432
9509631	-1.17135	8.717023	0.926184
9509641	-1.307553	8.526338	0.095342
9509655	-1.57996	8.580819	-0.354129
9509667	-1.757025	8.62168	0.177065
9509677	-1.96133	8.703403	0.926184
9509687	-2.056673	8.662541	1.525479
9509700	-1.879608	8.59444	2.083913
9509712	-1.321174	8.22669	2.465283
9509726	-0.830841	7.927042	2.73769
9509740	-0.490333	7.695497	3.214402
9509752	-0.38137	7.545672	3.473189
9509763	-0.286027	7.354988	3.364226
9509795	-0.258787	7.232405	2.179256
9509811	-0.490333	7.45033	1.253072
9509821	-0.640156	7.518432	0.817221
9509834	-0.830841	7.736358	0.531194
9509844	-0.953424	7.967904	0.544814
9509855	-1.089628	8.104107	0.422231
9509866	-1.116868	8.19945	0.286027
9509876	-1.15773	8.335652	0.122583
9509888	-1.130489	8.458236	0.040861
9509899	-1.089628	8.635301	0.122583
9509910	-1.15773	8.771504	0.190685
9509920	-1.18497	9.01667	0.149824
9509931	-1.389275	9.343558	0.231546
9509943	-1.470998	9.575105	0.326888
9509956	-1.416516	9.983715	0.599295
9509966	-1.212211	10.18802	0.953424
9509978	-0.898943	10.310603	1.321174
9509988	-0.544814	10.419566	1.757025
9509998	-0.245166	10.623871	2.179256
9510011	0.027241	10.869038	2.669588
9510024	0.027241	11.277648	2.887514
9510038	-0.272407	11.75436	3.241643
9510048	-0.585675	12.122109	3.241643
9510060	-1.048767	12.312795	2.996476
9510073	-0.939804	12.340035	2.587866
9510083	-0.599295	12.162971	1.934089
9510102	-0.177065	11.767981	0.898943
9510115	0.095342	11.686258	0.980665
9510130	0.422231	11.481953	1.55272
9510143	0.667397	11.032481	2.329079
9510155	0.926184	10.773695	2.601486
9510168	1.089628	10.433187	2.138395
9510177	1.225831	10.296983	1.770645
9510191	1.253072	10.310603	1.280313
9510201	1.225831	10.474048	1.225831
9510212	1.021526	10.705593	1.293933
9510223	0.572055	10.923519	1.934089
9510233	0.149824	11.032481	2.601486
9510245	-0.095342	10.896278	2.996476
9510257	-0.38137	10.869038	3.677494
9510268	-0.667397	10.487668	3.963521
9510279	-0.503953	9.874752	3.90904
9510290	-0.245166	9.084772	3.268883
9510300	0.040861	8.322033	2.805792
9510310	0.286027	7.559293	2.451663
9510320	0.531194	6.932757	2.029432
9510330	0.8036	6.347082	1.702543
9510340	0.994285	6.061055	1.375655
9510350	1.212211	5.706926	1.062387
9510361	1.198591	5.516241	1.021526
9510371	1.334794	5.652444	0.626536
9510381	1.334794	5.679685	0.40861
9510391	1.225831	5.815888	0.163444
9510403	1.076007	6.088295	0.163444
9510413	0.967045	6.469665	-0.217926
9510423	0.871702	6.864655	-0.340509
9510433	0.858082	7.191544	-0.313268
9510443	0.585675	7.504812	-0.38137
9510453	0.354129	7.995144	-0.217926
9510463	0.149824	8.390134	0.027241
9510475	0.081722	8.989429	0.272407
9510484	0.027241	9.248216	0.39499
9510495	0.095342	9.547864	0.517573
9510506	0.136203	9.724928	0.640156
9510516	0.272407	9.929234	0.585675
9510526	0.40861	10.20164	0.340509
9510538	0.39499	10.528529	0.231546
9510548	0.313268	10.841797	0.108963
9510558	0.149824	11.318509	0.095342
9510569	-0.081722	11.890564	0.544814
9510579	-0.40861	12.394516	0.885323
9510589	-0.667397	12.816748	1.17135
9510601	-0.735499	13.089154	1.443757
9510612	-0.38137	13.198117	1.852367
9510621	-0.040861	13.061913	1.96133
9510633	0.231546	13.061913	2.056673
9510642	0.476712	13.021052	2.179256
9510653	0.367749	13.102775	2.247357
9510664	-0.136203	13.307079	2.901134
9510674	-1.062387	13.456903	3.718355
9510684	-2.083913	13.456903	4.481094
9510695	-2.655968	13.293459	5.216593
9510705	-3.105439	12.735025	5.325556
9510715	-2.982856	11.836082	4.835224
9510725	-2.165635	10.760075	3.731975
9510737	-0.967045	9.615966	2.601486
9510746	-0.517573	9.043911	2.192876
9510756	-0.108963	8.362893	1.593581
9510768	0.122583	7.804459	1.293933
9510777	0.01362	7.668256	1.375655
9510790	-0.544814	7.804459	1.511859
9510800	-1.116868	7.899802	1.389275
9510810	-1.539099	7.954283	0.953424
9510822	-1.838747	7.886181	0.626536
9510832	-2.015811	7.804459	0.326888
9510841	-2.029432	7.709117	0.204305
9510851	-1.865988	7.545672	0.01362
9510863	-1.56634	7.382228	-0.081722
9510873	-1.116868	7.205164	0.081722
9510883	-0.762739	7.05534	0.231546
9510893	-0.422231	6.959998	0.435851
9510904	-0.122583	6.959998	0.612916
9510914	-0.01362	7.096201	0.503953
9510925	-0.054481	7.286886	0.449471
9510936	-0.313268	7.627395	0.245166
9510946	-0.449471	7.927042	-0.068102
9510958	-0.653777	8.253931	-0.39499
9510968	-0.830841	8.499097	-0.354129
9510978	-0.858082	8.771504	-0.122583
9510990	-0.898943	9.084772	0.272407
9511000	-0.912563	9.289077	0.640156
9511011	-0.817221	9.329938	0.912563
9511023	-0.749119	9.507003	1.334794
9511032	-0.78998	9.670447	1.443757
9511043	-0.762739	9.901993	1.648062
9511053	-0.749119	9.997335	1.797886
9511064	-0.667397	10.051817	1.729784
9511075	-0.544814	10.051817	1.770645
9511085	-0.245166	10.038197	1.661682
9511095	0.027241	9.997335	1.443757
9511109	0.449471	9.970095	1.525479
9511120	0.558434	10.20164	1.852367
9511131	0.517573	10.528529	2.029432
9511141	0.38137	10.828176	1.879608
9511151	0.177065	11.182305	1.729784
9511161	0.054481	11.509193	1.661682
9511172	-0.095342	11.876944	1.57996
9511181	-0.217926	12.217452	1.416516
9511193	-0.354129	12.476238	1.062387
9511203	-0.435851	12.762266	0.994285
9511213	-0.503953	12.993812	1.457377
9511224	-0.585675	13.075534	2.056673
9511234	-0.749119	13.007432	3.228022
9511243	-0.735499	12.857608	4.058864
9511253	-0.40861	12.285554	4.630918
9511264	0.122583	11.277648	4.481094
9511274	0.708258	10.351464	3.609392
9511284	1.212211	9.765789	2.220117
9511294	1.661682	9.452521	0.994285
9511306	1.893228	9.248216	0.449471
9511315	1.934089	9.248216	0.217926
9511326	1.688923	9.493382	0.640156
9511336	1.293933	9.79303	1.443757
9511347	0.844462	10.051817	2.35632
9511357	0.313268	10.18802	2.982856
9511367	0.313268	10.18802	3.187161
9511379	-0.245166	10.106298	3.13268
9511389	-0.313268	9.929234	3.228022
9511401	-0.354129	9.643207	3.023717
9511412	-0.286027	9.057531	2.792171
9511422	-0.149824	8.444615	2.506144
9511433	-0.040861	7.899802	2.124774
9511443	0.054481	7.382228	1.729784
9511453	0.245166	7.082581	1.539099
9511464	0.367749	6.714831	1.253072
9511474	0.503953	6.537767	1.103248
9511484	0.503953	6.428804	0.953424
9511496	0.612916	6.415184	0.517573
9511506	0.449471	6.483285	0.354129
9511516	0.313268	6.742072	0.245166
9511528	0.095342	7.082581	0.217926
9511538	-0.040861	7.354988	0.163444
9511548	-0.108963	7.572913	-0.054481
9511559	-0.217926	7.8317	-0.122583
9511569	-0.258787	8.090487	-0.108963
9511581	-0.354129	8.471856	0.027241
9511592	-0.449471	8.866846	0.190685
9511602	-0.531194	9.125633	0.095342
9511613	-0.476712	9.41166	0.122583
9511627	-0.449471	9.643207	0.108963
9511637	-0.245166	9.861132	0.081722
9511647	-0.204305	10.038197	0.163444
9511658	-0.245166	10.378705	0.204305
9511668	-0.38137	10.664732	0.040861
9511678	-0.544814	11.032481	0.190685
9511688	-0.830841	11.386611	0.081722
9511699	-1.225831	11.904184	0.149824
9511709	-1.253072	12.285554	0.367749
9511720	-0.994285	12.53072	0.572055
9511730	-0.640156	12.639683	0.599295
9511740	-0.39499	12.680544	0.503953
9511750	-0.40861	12.993812	0.858082
9511760	-1.035146	13.416042	2.220117
9511772	-1.94771	13.851893	3.854558
9511781	-2.928375	14.042579	5.230214
9511792	-3.52767	14.042579	6.374323
9511804	-3.772836	13.252599	6.714831
9511815	-2.955616	12.054008	6.061055
9511827	-1.321174	10.691973	4.508335
9511839	-0.190685	9.643207	3.282504
9511854	0.231546	8.825985	2.547005
9511866	0.340509	8.59444	2.329079
9511876	0.149824	8.60806	2.506144
9511894	-1.334794	9.112013	2.683208
9511905	-2.138395	9.39804	2.397181
9511917	-2.696829	9.602345	2.056673
9511927	-2.996476	9.575105	1.620821
9511939	-3.11906	9.193735	1.021526
9511956	-2.73769	8.635301	0.476712
9511967	-1.838747	7.84532	0.340509
9511980	-1.144109	7.300507	0.449471
9511993	-0.694638	6.973618	0.40861
9512007	-0.476712	6.782933	0.054481
9512021	-0.40861	6.837415	0.068102
9512065	-0.558434	6.973618	-0.01362
9512098	-1.525479	8.458236	0.490333
9512115	-1.293933	8.59444	0.926184
9512126	-1.116868	8.771504	0.967045
9512137	-0.967045	8.880466	1.144109
9512149	-0.858082	8.921328	1.416516
9512160	-0.762739	8.975809	1.470998
9512169	-0.77636	9.125633	1.416516
9512179	-0.735499	9.384419	1.375655
9512194	-0.572055	9.643207	1.253072
9512205	-0.435851	9.997335	1.321174
9512215	-0.149824	9.997335	1.348414
9512225	0.081722	10.18802	1.280313
9512236	0.217926	10.501288	1.253072
